"","OldName1","OldName2","FullName","OuterLiner","Flute1","MidLiner","Flute2","InnerLiner","NewName1","NewName3","calliper","theoreticalECT"
"247","WK150/WK150","B130HP","WKWK 223 B","WK135","HP130",NA,NA,"WK135","WKWK","B",3,5.21849
"248","WK150/WK150","B160HP","WKWK 224 B","WK135","HP160",NA,NA,"WK135","WKWK","B",3,5.501188
"249","WK150/WK150","C","WKWK 221 C","WK135","DU085",NA,NA,"WK135","WKWK","C",4,4.647616
"250","WK150/WK150","C150WB","WKWK 222 C","WK135","DU125",NA,NA,"WK135","WKWK","C",4,5.0045575
"251","WK150/WK150","C130HP","WKWK 223 C","WK135","HP130",NA,NA,"WK135","WKWK","C",4,5.32639
"252","WK150/WK150","C160HP","WKWK 224 C","WK135","HP160",NA,NA,"WK135","WKWK","C",4,5.630668
"253","WK150/WK150","DW","WKWK 221 BC","WK135","DU085","DU085","DU085","WK135","WKWK","BC",8,6.028072
"254","WK150/WK150","DW150WB","WKWK 222 BC","WK135","DU125","DU085","DU125","WK135","WKWK","BC",8,6.71664
"255","WK150/WK150","DW130HP","WKWK 223 BC","WK135","HP130","DU085","HP130","WK135","WKWK","BC",8,7.33748
"256","WK150/WK150","DW160HP","WKWK 224 BC","WK135","HP160","DU085","HP160","WK135","WKWK","BC",8,7.924456
"257","WK200/T200","B","WKT 331 B","WK160","DU085",NA,NA,"DU145","WKT","B",3,4.691606
"258","WK200/T200","B150WB","WKT 332 B","WK160","DU125",NA,NA,"DU145","WKT","B",3,5.0232325
"259","WK200/T200","B130HP","WKT 333 B","WK160","HP130",NA,NA,"DU145","WKT","B",3,5.32224
"260","WK200/T200","B160HP","WKT 334 B","WK160","HP160",NA,NA,"DU145","WKT","B",3,5.604938
"261","WK200/T200","C","WKT 331 C","WK160","DU085",NA,NA,"DU145","WKT","C",4,4.751366
"262","WK200/T200","C150WB","WKT 332 C","WK160","DU125",NA,NA,"DU145","WKT","C",4,5.1083075
"263","WK200/T200","C130HP","WKT 333 C","WK160","HP130",NA,NA,"DU145","WKT","C",4,5.43014
"264","WK200/T200","C160HP","WKT 334 C","WK160","HP160",NA,NA,"DU145","WKT","C",4,5.734418
"265","WK200/T200","DW","WKT 331 BC","WK160","DU085","DU085","DU085","DU145","WKT","BC",8,6.131822
"266","WK200/T200","DW150WB","WKT 332 BC","WK160","DU125","DU085","DU125","DU145","WKT","BC",8,6.82039
"267","WK200/T200","DW130HP","WKT 333 BC","WK160","HP130","DU085","HP130","DU145","WKT","BC",8,7.44123
"268","WK200/T200","DW160HP","WKT 334 BC","WK160","HP160","DU085","HP160","DU145","WKT","BC",8,8.028206
"269","WK200/WK200","B","WKWK 331 B","WK160","DU085",NA,NA,"WK160","WKWK","B",3,4.919856
"270","WK200/WK200","B150WB","WKWK 332 B","WK160","DU125",NA,NA,"WK160","WKWK","B",3,5.2514825
"271","WK200/WK200","B130HP","WKWK 333 B","WK160","HP130",NA,NA,"WK160","WKWK","B",3,5.55049
"272","WK200/WK200","B160HP","WKWK 334 B","WK160","HP160",NA,NA,"WK160","WKWK","B",3,5.833188
"273","WK200/WK200","C","WKWK 331 C","WK160","DU085",NA,NA,"WK160","WKWK","C",4,4.979616
"274","WK200/WK200","C150WB","WKWK 332 C","WK160","DU125",NA,NA,"WK160","WKWK","C",4,5.3365575
"275","WK200/WK200","C130HP","WKWK 333 C","WK160","HP130",NA,NA,"WK160","WKWK","C",4,5.65839
"276","WK200/WK200","C160HP","WKWK 334 C","WK160","HP160",NA,NA,"WK160","WKWK","C",4,5.962668
"277","WK200/WK200","DW","WKWK 331 BC","WK160","DU085","DU085","DU085","WK160","WKWK","BC",8,6.360072
"278","WK200/WK200","DW150WB","WKWK 332 BC","WK160","DU125","DU085","DU125","WK160","WKWK","BC",8,7.04864
"279","WK200/WK200","DW130HP","WKWK 333 BC","WK160","HP130","DU085","HP130","WK160","WKWK","BC",8,7.66948
"280","WK200/WK200","DW160HP","WKWK 334 BC","WK160","HP160","DU085","HP160","WK160","WKWK","BC",8,8.256456
"281","WK200/K200","B","WKK 331 B","WK160","DU085",NA,NA,"KL160","WKK","B",3,4.940606
"282","WK200/K200","B150WB","WKK 332 B","WK160","DU125",NA,NA,"KL160","WKK","B",3,5.2722325
"283","WK200/K200","B130HP","WKK 333 B","WK160","HP130",NA,NA,"KL160","WKK","B",3,5.57124
"284","WK200/K200","B160HP","WKK 334 B","WK160","HP160",NA,NA,"KL160","WKK","B",3,5.853938
"285","WK200/K200","C","WKK 331 C","WK160","DU085",NA,NA,"KL160","WKK","C",4,5.000366
"286","WK200/K200","C150WB","WKK 332 C","WK160","DU125",NA,NA,"KL160","WKK","C",4,5.3573075
"287","WK200/K200","C130HP","WKK 333 C","WK160","HP130",NA,NA,"KL160","WKK","C",4,5.67914
"288","WK200/K200","C160HP","WKK 334 C","WK160","HP160",NA,NA,"KL160","WKK","C",4,5.983418
"289","WK200/K200","DW","WKK 331 BC","WK160","DU085","DU085","DU085","KL160","WKK","BC",8,6.380822
"290","WK200/K200","DW150WB","WKK 332 BC","WK160","DU125","DU085","DU125","KL160","WKK","BC",8,7.06939
"291","WK200/K200","DW130HP","WKK 333 BC","WK160","HP130","DU085","HP130","KL160","WKK","BC",8,7.69023
"292","WK200/K200","DW160HP","WKK 334 BC","WK160","HP160","DU085","HP160","KL160","WKK","BC",8,8.277206
"293","WK150/K200","B","WKK 231 B","WK160","DU085",NA,NA,"KL160","WKK","B",3,4.940606
"294","WK150/K200","B150WB","WKK 232 B","WK160","DU125",NA,NA,"KL160","WKK","B",3,5.2722325
"295","WK150/K200","B130HP","WKK 233 B","WK160","HP130",NA,NA,"KL160","WKK","B",3,5.57124
"296","WK150/K200","B160HP","WKK 234 B","WK160","HP160",NA,NA,"KL160","WKK","B",3,5.853938
"297","WK150/K200","C","WKK 231 C","WK160","DU085",NA,NA,"KL160","WKK","C",4,5.000366
"298","WK150/K200","C150WB","WKK 232 C","WK160","DU125",NA,NA,"KL160","WKK","C",4,5.3573075
"299","WK150/K200","C130HP","WKK 233 C","WK160","HP130",NA,NA,"KL160","WKK","C",4,5.67914
"300","WK150/K200","C160HP","WKK 234 C","WK160","HP160",NA,NA,"KL160","WKK","C",4,5.983418
"301","WK150/K200","DW","WKK 231 BC","WK160","DU085","DU085","DU085","KL160","WKK","BC",8,6.380822
"302","WK150/K200","DW150WB","WKK 232 BC","WK160","DU125","DU085","DU125","KL160","WKK","BC",8,7.06939
"303","WK150/K200","DW130HP","WKK 233 BC","WK160","HP130","DU085","HP130","KL160","WKK","BC",8,7.69023
"304","WK150/K200","DW160HP","WKK 234 BC","WK160","HP160","DU085","HP160","KL160","WKK","BC",8,8.277206
"305","WK200/K150","B","WKK 321 B","WK160","DU085",NA,NA,"KL130","WKK","B",3,4.753856
"306","WK200/K150","B150WB","WKK 322 B","WK160","DU125",NA,NA,"KL130","WKK","B",3,5.0854825
"307","WK200/K150","B130HP","WKK 333 B","WK160","HP130",NA,NA,"KL130","WKK","B",3,5.38449
"308","WK200/K150","B160HP","WKK 324 B","WK160","HP160",NA,NA,"KL130","WKK","B",3,5.667188
"309","WK200/K150","C","WKK 321 C","WK160","DU085",NA,NA,"KL130","WKK","C",4,4.813616
"310","WK200/K150","C150WB","WKK 322 C","WK160","DU125",NA,NA,"KL130","WKK","C",4,5.1705575
"311","WK200/K150","C130HP","WKK 333 C","WK160","HP130",NA,NA,"KL130","WKK","C",4,5.49239
"312","WK200/K150","C160HP","WKK 324 C","WK160","HP160",NA,NA,"KL130","WKK","C",4,5.796668
"313","WK200/K150","DW","WKK 321 BC","WK160","DU085","DU085","DU085","KL130","WKK","BC",8,6.194072
"314","WK200/K150","DW150WB","WKK 322 BC","WK160","DU125","DU085","DU125","KL130","WKK","BC",8,6.88264
"315","WK200/K150","DW130HP","WKK 333 BC","WK160","HP130","DU085","HP130","KL130","WKK","BC",8,7.50348
"316","WK200/K150","DW160HP","WKK 324 BC","WK160","HP160","DU085","HP160","KL130","WKK","BC",8,8.090456
